ds,cutoff,y,AutoARIMA,AutoETS,SeasonalNaive
2017-08-12,2017-07-30,7.874739,7.855804,7.991099,8.135347
2017-08-13,2017-07-30,7.949797,7.8326726,7.9454513,7.904704
2017-08-14,2017-07-30,7.873217,7.8280993,7.932806,7.750184
2017-08-15,2017-07-30,7.893572,7.826518,7.8567023,7.737616
2017-06-29,2017-06-28,0.0,-3.4231958e-05,0.0,0.0
2017-06-30,2017-06-28,0.0,-9.291157e-06,0.0,0.0
2017-07-01,2017-06-28,0.0,1.607476e-05,0.0,0.0
2017-07-02,2017-06-28,0.0,-2.098212e-05,0.0,0.0
2017-07-03,2017-06-28,0.0,-2.5233228e-05,0.0,0.0
2017-07-04,2017-06-28,0.0,1.0982927e-05,0.0,0.0
2017-07-05,2017-06-28,0.0,-1.4798428e-06,0.0,0.0
2017-07-06,2017-06-28,0.0,-2.2771657e-05,0.0,0.0
2017-07-07,2017-06-28,0.0,-2.4732128e-06,0.0,0.0
2017-07-08,2017-06-28,0.0,6.7718847e-06,0.0,0.0
2017-07-09,2017-06-28,0.0,-1.4110329e-05,0.0,0.0
2017-07-10,2017-06-28,0.0,-1.2223398e-05,0.0,0.0
2017-07-11,2017-06-28,0.0,5.559886e-06,0.0,0.0
2017-07-12,2017-06-28,0.0,-3.6143938e-06,0.0,0.0
2017-07-13,2017-06-28,0.0,-1.5025606e-05,0.0,0.0
2017-07-14,2017-06-28,0.0,-1.2662341e-06,0.0,0.0
2017-07-15,2017-07-14,0.0,1.8615671e-06,0.0,0.0
2017-07-16,2017-07-14,0.0,-1.942657e-05,0.0,0.0
2017-07-17,2017-07-14,0.0,-2.940215e-06,0.0,0.0
2017-07-18,2017-07-14,0.0,1.0847452e-05,0.0,0.0
2017-07-19,2017-07-14,0.0,-1.2473269e-05,0.0,0.0
2017-07-20,2017-07-14,0.0,-1.2967233e-05,0.0,0.0
2017-07-21,2017-07-14,0.0,8.550744e-06,0.0,0.0
2017-07-22,2017-07-14,0.0,-1.044021e-06,0.0,0.0
2017-07-23,2017-07-14,0.0,-1.2742166e-05,0.0,0.0
2017-07-24,2017-07-14,0.0,3.5157646e-07,0.0,0.0
2017-07-25,2017-07-14,0.0,4.5900615e-06,0.0,0.0
2017-07-26,2017-07-14,0.0,-8.192692e-06,0.0,0.0
2017-07-27,2017-07-14,0.0,-5.9343934e-06,0.0,0.0
2017-07-28,2017-07-14,0.0,4.3789546e-06,0.0,0.0
2017-07-29,2017-07-14,0.0,-1.9887639e-06,0.0,0.0
2017-07-30,2017-07-14,0.0,-8.210096e-06,0.0,0.0
2017-07-31,2017-07-30,0.0,1.3077422e-05,0.0,0.0
2017-08-01,2017-07-30,0.0,8.429622e-06,0.0,0.0
2017-08-02,2017-07-30,0.0,-5.635251e-06,0.0,0.0
2017-08-03,2017-07-30,0.0,5.63926e-06,0.0,0.0
2017-08-04,2017-07-30,0.0,1.3030308e-05,0.0,0.0
2017-08-05,2017-07-30,0.0,-1.1671469e-06,0.0,0.0
2017-08-06,2017-07-30,0.0,-1.5089084e-06,0.0,0.0
2017-08-07,2017-07-30,0.0,9.258895e-06,0.0,0.0
2017-08-08,2017-07-30,1.609438,4.0981436e-06,0.0,0.0
2017-08-09,2017-07-30,0.0,-2.7638634e-06,0.0,0.0
2017-08-10,2017-07-30,0.0,4.454814e-06,0.0,0.0
2017-08-11,2017-07-30,0.0,6.8394666e-06,0.0,0.0
2017-08-12,2017-07-30,2.3025851,-7.452497e-07,0.0,0.0
2017-08-13,2017-07-30,1.3862944,3.563706e-07,0.0,0.0
2017-08-14,2017-07-30,1.7917595,6.4283468e-06,0.0,0.0
2017-08-15,2017-07-30,2.944439,2.5113998e-06,0.0,0.0
2017-06-29,2017-06-28,8.143227,8.348702,8.269669,8.056427
2017-06-30,2017-06-28,8.448057,8.411322,8.40325,8.652423
2017-07-01,2017-06-28,8.864464,8.396147,8.503095,8.305978
2017-07-02,2017-06-28,8.802672,8.435927,8.505828,8.706821
2017-07-03,2017-06-28,8.62497,8.40094,8.492391,8.289539
2017-07-04,2017-06-28,8.699015,8.372824,8.334106,8.187856
2017-07-05,2017-06-28,8.5842905,8.366316,8.300388,8.113127
2017-07-06,2017-06-28,8.464636,8.372938,8.267031,8.056427
2017-07-07,2017-06-28,8.753056,8.426817,8.401132,8.652423
2017-07-08,2017-06-28,8.610319,8.394225,8.501395,8.305978
2017-07-09,2017-06-28,8.6174,8.430004,8.504464,8.706821
2017-07-10,2017-06-28,8.497398,8.394646,8.491296,8.289539
2017-07-11,2017-06-28,8.2623005,8.386239,8.333227,8.187856
2017-07-12,2017-06-28,8.252446,8.380203,8.299683,8.113127
2017-07-13,2017-06-28,8.18535,8.403257,8.266464,8.056427
2017-07-14,2017-06-28,8.491671,8.404747,8.400678,8.652423
2017-07-15,2017-07-14,8.521384,8.489728,8.554203,8.610319
2017-07-16,2017-07-14,8.536996,8.479771,8.553936,8.6174
2017-07-17,2017-07-14,8.413165,8.459831,8.529383,8.497398
2017-07-18,2017-07-14,8.213382,8.449859,8.376937,8.2623005
2017-07-19,2017-07-14,8.061802,8.440211,8.341766,8.252446
2017-07-20,2017-07-14,8.211755,8.425247,8.300255,8.18535
2017-07-21,2017-07-14,8.740657,8.467047,8.452877,8.491671
2017-07-22,2017-07-14,8.267706,8.452535,8.554309,8.610319
2017-07-23,2017-07-14,8.350903,8.450425,8.554021,8.6174
2017-07-24,2017-07-14,8.330864,8.443377,8.52945,8.497398
2017-07-25,2017-07-14,8.208491,8.422168,8.376991,8.2623005
2017-07-26,2017-07-14,8.171034,8.422345,8.34181,8.252446
2017-07-27,2017-07-14,8.114325,8.416356,8.30029,8.18535
2017-07-28,2017-07-14,8.505323,8.441146,8.452905,8.491671
2017-07-29,2017-07-14,8.348537,8.4381895,8.554331,8.610319
2017-07-30,2017-07-14,8.467162,8.438131,8.554039,8.6174
2017-07-31,2017-07-30,8.269757,8.397675,8.483994,8.330864
2017-08-01,2017-07-30,8.557375,8.372735,8.330909,8.208491
2017-08-02,2017-07-30,8.585226,8.357638,8.291748,8.171034
2017-08-03,2017-07-30,8.494129,8.367254,8.25695,8.114325
2017-08-04,2017-07-30,8.863192,8.439238,8.43306,8.505323
2017-08-05,2017-07-30,8.575462,8.387356,8.503421,8.348537
2017-08-06,2017-07-30,8.588956,8.404023,8.510612,8.467162
2017-08-07,2017-07-30,8.394121,8.398459,8.482794,8.330864
2017-08-08,2017-07-30,8.488588,8.390149,8.3299465,8.208491
2017-08-09,2017-07-30,8.307953,8.387419,8.290976,8.171034
2017-08-10,2017-07-30,8.433159,8.381957,8.2563305,8.114325
2017-08-11,2017-07-30,8.55314,8.413002,8.432562,8.505323
2017-08-12,2017-07-30,8.371936,8.400983,8.503022,8.348537
2017-08-13,2017-07-30,8.464214,8.411198,8.510291,8.467162
2017-08-14,2017-07-30,8.421783,8.405749,8.482537,8.330864
2017-08-15,2017-07-30,8.32579,8.4055195,8.32974,8.208491
2017-06-29,2017-06-28,8.446414,8.668398,8.790755,8.614609
2017-06-30,2017-06-28,8.772437,8.683385,8.7960615,8.699502
2017-07-01,2017-06-28,9.334639,8.6949835,8.931298,8.738921
2017-07-02,2017-06-28,9.240026,8.716121,8.99029,9.111482
2017-07-03,2017-06-28,9.273575,8.695742,9.007165,8.799508
2017-07-04,2017-06-28,9.2591095,8.686239,8.898986,8.744567
2017-07-05,2017-06-28,9.078895,8.672256,8.834604,8.495162
2017-07-06,2017-06-28,8.921723,8.677139,8.7889805,8.614609
2017-07-07,2017-06-28,8.873989,8.682411,8.7946415,8.699502
2017-07-08,2017-06-28,9.062746,8.683634,8.930162,8.738921
2017-07-09,2017-06-28,9.198119,8.704499,8.989381,9.111482
2017-07-10,2017-06-28,8.87573,8.688172,9.006437,8.799508
2017-07-11,2017-06-28,8.824543,8.684865,8.898404,8.744567
2017-07-12,2017-06-28,8.691075,8.67081,8.834139,8.495162
2017-07-13,2017-06-28,8.652089,8.680843,8.788608,8.614609
2017-07-14,2017-06-28,8.651944,8.681852,8.794343,8.699502
2017-07-15,2017-07-14,8.818466,8.774785,8.955284,9.062746
2017-07-16,2017-07-14,8.893214,8.780167,9.008262,9.198119
2017-07-17,2017-07-14,8.907623,8.772215,9.006991,8.87573
2017-07-18,2017-07-14,8.700582,8.770216,8.903574,8.824543
2017-07-19,2017-07-14,8.793306,8.756542,8.833427,8.691075
2017-07-20,2017-07-14,8.573287,8.746535,8.774899,8.652089
2017-07-21,2017-07-14,8.620535,8.742221,8.790524,8.651944
2017-07-22,2017-07-14,8.655043,8.754967,8.955123,9.062746
2017-07-23,2017-07-14,8.832061,8.762096,9.008133,9.198119
2017-07-24,2017-07-14,8.835724,8.744309,9.006887,8.87573
2017-07-25,2017-07-14,8.749726,8.741555,8.903491,8.824543
2017-07-26,2017-07-14,8.622171,8.735007,8.833361,8.691075
2017-07-27,2017-07-14,8.581463,8.7332325,8.774845,8.652089
2017-07-28,2017-07-14,8.895649,8.732262,8.79048,8.651944
2017-07-29,2017-07-14,8.924636,8.737172,8.955089,9.062746
2017-07-30,2017-07-14,9.094688,8.737623,9.008105,9.198119
2017-07-31,2017-07-30,8.963995,8.933683,8.985079,8.835724
2017-08-01,2017-07-30,9.317845,8.902964,8.878975,8.749726
2017-08-02,2017-07-30,9.211754,8.904616,8.812109,8.622171
2017-08-03,2017-07-30,9.076827,8.891322,8.749165,8.581463
2017-08-04,2017-07-30,9.091278,8.905633,8.778473,8.895649
2017-08-05,2017-07-30,9.025565,8.907552,8.937454,8.924636
2017-08-06,2017-07-30,9.157914,8.923011,8.996679,9.094688
2017-08-07,2017-07-30,9.016548,8.918316,8.984893,8.835724
2017-08-08,2017-07-30,8.882962,8.913342,8.878825,8.749726
2017-08-09,2017-07-30,8.816686,8.906112,8.811989,8.622171
2017-08-10,2017-07-30,8.807019,8.904297,8.749069,8.581463
2017-08-11,2017-07-30,8.787549,8.9224415,8.778397,8.895649
2017-08-12,2017-07-30,8.733394,8.923647,8.937393,8.924636
2017-08-13,2017-07-30,8.775325,8.932886,8.99663,9.094688
2017-08-14,2017-07-30,8.906737,8.923443,8.984853,8.835724
2017-08-15,2017-07-30,8.883325,8.92251,8.878794,8.749726
2017-06-29,2017-06-28,1.3862944,1.2666907,1.1181184,2.0794415
2017-06-30,2017-06-28,0.6931472,1.1364086,0.697083,0.6931472
2017-07-01,2017-06-28,1.609438,1.0811905,1.0984466,2.3978953
2017-07-02,2017-06-28,2.1972246,1.2090967,1.5689111,0.6931472
2017-07-03,2017-06-28,1.3862944,1.085564,1.1235536,1.9459101
2017-07-04,2017-06-28,1.3862944,1.1524057,0.99681336,0.0
2017-07-05,2017-06-28,1.609438,1.2686243,1.3505408,1.609438
2017-07-06,2017-06-28,1.0986123,1.2808886,1.1181184,2.0794415
2017-07-07,2017-06-28,1.0986123,1.1079642,0.697083,0.6931472
2017-07-08,2017-06-28,1.7917595,1.2160783,1.0984466,2.3978953
2017-07-09,2017-06-28,1.0986123,1.1297995,1.5689111,0.6931472
2017-07-10,2017-06-28,0.0,1.180551,1.1235536,1.9459101
2017-07-11,2017-06-28,1.0986123,1.0596966,0.99681336,0.0
2017-07-12,2017-06-28,1.7917595,1.2359405,1.3505408,1.609438
2017-07-13,2017-06-28,0.0,1.2164067,1.1181184,2.0794415
2017-07-14,2017-06-28,1.609438,1.129937,0.697083,0.6931472
2017-07-15,2017-07-14,1.3862944,1.1719298,1.2359414,1.7917595
2017-07-16,2017-07-14,0.6931472,1.1527072,1.6128062,1.0986123
2017-07-17,2017-07-14,1.609438,1.0893277,1.1107266,0.0
2017-07-18,2017-07-14,1.0986123,1.0555052,1.1101227,1.0986123
2017-07-19,2017-07-14,0.6931472,1.161518,1.4655656,1.7917595
2017-07-20,2017-07-14,0.0,1.0694144,1.1095128,0.0
2017-07-21,2017-07-14,1.0986123,1.0610172,0.8735488,1.609438
2017-07-22,2017-07-14,0.0,1.1634717,1.2359414,1.7917595
2017-07-23,2017-07-14,1.0986123,1.1093636,1.6128062,1.0986123
2017-07-24,2017-07-14,0.0,0.99334025,1.1107266,0.0
2017-07-25,2017-07-14,1.7917595,1.067356,1.1101227,1.0986123
2017-07-26,2017-07-14,0.6931472,1.1591552,1.4655656,1.7917595
2017-07-27,2017-07-14,1.609438,0.98096526,1.1095128,0.0
2017-07-28,2017-07-14,1.9459101,1.106519,0.8735488,1.609438
2017-07-29,2017-07-14,2.3978953,1.1137729,1.2359414,1.7917595
2017-07-30,2017-07-14,2.5649493,1.0864989,1.6128062,1.0986123
2017-07-31,2017-07-30,1.3862944,1.9255408,1.8865646,0.0
2017-08-01,2017-07-30,2.8903718,1.9577626,1.9701086,1.7917595
2017-08-02,2017-07-30,2.8332133,1.9329875,2.1319156,0.6931472
2017-08-03,2017-07-30,3.0910425,1.819219,1.8756671,1.609438
2017-08-04,2017-07-30,2.8332133,1.9789277,1.758633,1.9459101
2017-08-05,2017-07-30,3.295837,1.8986226,1.996212,2.3978953
2017-08-06,2017-07-30,2.6390574,1.9614129,2.3426917,2.5649493
2017-08-07,2017-07-30,3.4339871,1.8748565,1.8865646,0.0
2017-08-08,2017-07-30,3.295837,2.019905,1.9701086,1.7917595
2017-08-09,2017-07-30,3.713572,1.9201622,2.1319156,0.6931472
2017-08-10,2017-07-30,3.6109178,1.9460684,1.8756671,1.609438
2017-08-11,2017-07-30,3.4965076,2.0389643,1.758633,1.9459101
2017-08-12,2017-07-30,3.295837,2.0330005,1.996212,2.3978953
2017-08-13,2017-07-30,2.6390574,2.0807776,2.3426917,2.5649493
2017-08-14,2017-07-30,3.295837,1.9901395,1.8865646,0.0
2017-08-15,2017-07-30,3.2580965,2.0616934,1.9701086,1.7917595
2017-06-29,2017-06-28,7.17012,7.3152404,7.25464,7.193686
2017-06-30,2017-06-28,7.3231707,7.3481283,7.2265863,7.5104303
2017-07-01,2017-06-28,7.6515956,7.353328,7.3133216,7.53743
2017-07-02,2017-06-28,7.7463007,7.356619,7.3390036,7.637234
2017-07-03,2017-06-28,7.538495,7.3385954,7.422424,7.380879
2017-07-04,2017-06-28,7.5611215,7.329195,7.353602,7.1770186
2017-07-05,2017-06-28,7.38709,7.3273745,7.309117,7.3382382
2017-07-06,2017-06-28,7.1785455,7.32024,7.2542253,7.193686
2017-07-07,2017-06-28,7.3802557,7.337352,7.2262545,7.5104303
2017-07-08,2017-06-28,7.5164332,7.3384757,7.313056,7.53743
2017-07-09,2017-06-28,7.555382,7.3434033,7.338791,7.637234
2017-07-10,2017-06-28,7.463363,7.3298965,7.422254,7.380879
2017-07-11,2017-06-28,7.3466554,7.31903,7.353466,7.1770186
2017-07-12,2017-06-28,7.275172,7.328094,7.309008,7.3382382
2017-07-13,2017-06-28,7.2730927,7.327961,7.254138,7.193686
2017-07-14,2017-06-28,7.268223,7.327878,7.226185,7.5104303
2017-07-15,2017-07-14,7.573017,7.317673,7.3551183,7.5164332
2017-07-16,2017-07-14,7.667626,7.326823,7.374701,7.555382
2017-07-17,2017-07-14,7.4235682,7.3120365,7.4410844,7.463363
2017-07-18,2017-07-14,7.104965,7.3075075,7.3762326,7.3466554
2017-07-19,2017-07-14,7.307873,7.293529,7.330413,7.275172
2017-07-20,2017-07-14,7.1444073,7.2835803,7.2733684,7.2730927
2017-07-21,2017-07-14,7.134891,7.2923923,7.2590337,7.268223
2017-07-22,2017-07-14,7.6152983,7.300432,7.3536887,7.5164332
2017-07-23,2017-07-14,7.4133673,7.3021955,7.373557,7.555382
2017-07-24,2017-07-14,7.5142546,7.298362,7.4401693,7.463363
2017-07-25,2017-07-14,7.2820735,7.2922215,7.3755,7.3466554
2017-07-26,2017-07-14,7.0273147,7.2882056,7.3298273,7.275172
2017-07-27,2017-07-14,7.145196,7.289215,7.2729,7.2730927
2017-07-28,2017-07-14,7.6024013,7.287955,7.258659,7.268223
2017-07-29,2017-07-14,7.614805,7.2893333,7.353389,7.5164332
2017-07-30,2017-07-14,7.8359747,7.2894616,7.3733172,7.555382
2017-07-31,2017-07-30,7.4866133,7.6731405,7.727562,7.5142546
2017-08-01,2017-07-30,7.4424925,7.627476,7.6568723,7.2820735
2017-08-02,2017-07-30,7.393263,7.624293,7.6199145,7.0273147
2017-08-03,2017-07-30,7.349231,7.6229553,7.5687704,7.145196
2017-08-04,2017-07-30,7.3165483,7.6491857,7.5684543,7.6024013
2017-08-05,2017-07-30,7.4916453,7.673626,7.67355,7.614805
2017-08-06,2017-07-30,7.5953875,7.6751986,7.6858387,7.8359747
2017-08-07,2017-07-30,7.4899707,7.672695,7.735664,7.5142546
2017-08-08,2017-07-30,7.435438,7.659872,7.663354,7.2820735
2017-08-09,2017-07-30,7.221105,7.644726,7.6251,7.0273147
2017-08-10,2017-07-30,7.3421316,7.651964,7.572919,7.145196
2017-08-11,2017-07-30,7.301148,7.678371,7.571773,7.6024013
2017-08-12,2017-07-30,7.4048877,7.676602,7.676205,7.614805
2017-08-13,2017-07-30,7.2964134,7.689733,7.6879625,7.8359747
2017-08-14,2017-07-30,7.3165483,7.6807294,7.7373633,7.5142546
2017-08-15,2017-07-30,7.3938785,7.67985,7.6647134,7.2820735
2017-06-29,2017-06-28,7.9676266,7.878266,7.814466,7.8442407
2017-06-30,2017-06-28,7.846981,7.8783073,7.809761,7.931285
2017-07-01,2017-06-28,8.309431,7.878365,7.77354,8.052297
2017-07-02,2017-06-28,8.247482,7.87833,7.8359494,7.979339
2017-07-03,2017-06-28,8.354674,7.878297,7.956771,7.9094896
2017-07-04,2017-06-28,7.9932823,7.8782907,7.897976,7.8965526
2017-07-05,2017-06-28,7.9655457,7.878267,7.8771415,7.84659
2017-07-06,2017-06-28,7.988543,7.878282,7.8140697,7.8442407
2017-07-07,2017-06-28,7.9291263,7.878282,7.8094444,7.931285
2017-07-08,2017-06-28,8.069029,7.878282,7.7732863,8.052297
2017-07-09,2017-06-28,7.974533,7.878282,7.835747,7.979339
2017-07-10,2017-06-28,8.119697,7.878282,7.956609,7.9094896
2017-07-11,2017-06-28,7.8928256,7.878282,7.897846,7.8965526
2017-07-12,2017-06-28,7.9348717,7.878282,7.8770375,7.84659
2017-07-13,2017-06-28,7.858254,7.878282,7.813987,7.8442407
2017-07-14,2017-06-28,7.822044,7.878282,7.8093777,7.931285
2017-07-15,2017-07-14,7.9006367,7.856489,7.8212886,8.069029
2017-07-16,2017-07-14,7.877776,7.856421,7.8702116,7.974533
2017-07-17,2017-07-14,7.9035964,7.8565254,7.99698,8.119697
2017-07-18,2017-07-14,7.7450027,7.8563623,7.930846,7.8928256
2017-07-19,2017-07-14,7.8883343,7.856393,7.9149866,7.9348717
2017-07-20,2017-07-14,7.865188,7.8563375,7.8529086,7.858254
2017-07-21,2017-07-14,7.7723317,7.856312,7.84171,7.822044
2017-07-22,2017-07-14,8.031385,7.856336,7.821195,8.069029
2017-07-23,2017-07-14,7.962764,7.856336,7.8701367,7.974533
2017-07-24,2017-07-14,8.064951,7.856336,7.9969206,8.119697
2017-07-25,2017-07-14,7.8716927,7.856336,7.930798,7.8928256
2017-07-26,2017-07-14,7.8399196,7.856336,7.914948,7.9348717
2017-07-27,2017-07-14,7.8785343,7.856336,7.852878,7.858254
2017-07-28,2017-07-14,7.9817333,7.856336,7.841686,7.822044
2017-07-29,2017-07-14,8.171317,7.856336,7.821175,8.069029
2017-07-30,2017-07-14,8.177516,7.856336,7.870121,7.974533
2017-07-31,2017-07-30,8.146709,8.128276,8.255268,8.064951
2017-08-01,2017-07-30,8.154788,8.128107,8.187443,7.8716927
2017-08-02,2017-07-30,8.016318,8.128079,8.182613,7.8399196
2017-08-03,2017-07-30,8.117611,8.128113,8.121704,7.8785343
2017-08-04,2017-07-30,7.949797,8.128203,8.115565,7.9817333
2017-08-05,2017-07-30,8.072155,8.128369,8.121848,8.171317
2017-08-06,2017-07-30,8.106213,8.128375,8.14724,8.177516
2017-08-07,2017-07-30,8.12829,8.128331,8.280899,8.064951
2017-08-08,2017-07-30,7.8410997,8.128331,8.207947,7.8716927
2017-08-09,2017-07-30,7.9284062,8.128331,8.199018,7.8399196
2017-08-10,2017-07-30,7.752335,8.128331,8.134827,7.8785343
2017-08-11,2017-07-30,7.8232455,8.128331,8.126063,7.9817333
2017-08-12,2017-07-30,7.81682,8.128331,8.130247,8.171317
2017-08-13,2017-07-30,7.762596,8.128331,8.153958,8.177516
2017-08-14,2017-07-30,7.9021177,8.128331,8.286274,8.064951
2017-08-15,2017-07-30,7.808729,8.128331,8.212247,7.8716927
2017-06-29,2017-06-28,0.0,0.4428993,0.40110335,0.0
2017-06-30,2017-06-28,0.0,0.4196829,0.40110335,0.6931472
2017-07-01,2017-06-28,0.0,0.40662974,0.40110335,0.0
2017-07-02,2017-06-28,0.0,0.42024526,0.40110335,1.0986123
2017-07-03,2017-06-28,0.6931472,0.40603143,0.40110335,0.0
2017-07-04,2017-06-28,0.0,0.4060227,0.40110335,0.0
2017-07-05,2017-06-28,0.0,0.41494653,0.40110335,0.6931472
2017-07-06,2017-06-28,0.0,0.41172418,0.40110335,0.0
2017-07-07,2017-06-28,0.0,0.3676253,0.40110335,0.6931472
